grade_level,subject,grade_level_momentum,BOY,MOY,EOY,SOL
4,Math,Grade 4,1482,1494,1500,406
4,Math,Grade 4,1516,1519,1562,406
4,Math,Grade 4,1435,1347,1509,406
4,Math,Grade 4,1494,1533,1651,406
4,Math,Grade 4,1451,1519,1613,406
4,Math,Grade 4,1497,1502,1471,406
4,Math,Grade 4,1474,1511,1500,407
4,Math,Grade 4,1474,1511,1554,407
4,Math,Grade 4,1458,1519,1509,407
4,Math,Grade 4,1489,1519,1482,407
4,Math,Grade 4,1497,1519,1491,407
4,Math,Grade 4,1466,1494,1491,407
4,Math,Grade 4,1487,1494,1526,407
4,Math,Grade 4,1474,1511,1525,407
4,Math,Grade 4,1474,1553,1491,407
4,Math,Grade 4,1458,1485,1509,407
4,Math,Grade 4,1481,1475,1448,407
4,Math,Grade 4,1481,1572,1500,407
4,Math,Grade 4,1435,1475,1536,407
4,Math,Grade 4,1481,1494,1534,407
4,Math,Grade 4,1481,1519,1500,407
4,Math,Grade 4,1443,1475,1509,407
4,Math,Grade 4,1504,1563,1534,407
4,Math,Grade 4,1474,1511,1542,407
4,Math,Grade 4,1451,1519,1500,407
4,Math,Grade 4,1474,1494,1554,407
4,Math,Grade 4,1489,1494,1517,407
4,Math,Grade 4,1458,1465,1550,407
4,Math,Grade 4,1474,1502,1500,407
4,Math,Grade 4,1472,1485,1554,407
4,Math,Grade 4,1451,1511,1558,407
4,Math,Grade 4,1458,1511,1534,407
4,Math,Grade 4,1457,1502,1631,407
4,Math,Grade 4,1509,1511,1509,407
4,Math,Grade 4,1504,1607,1562,407
4,Math,Grade 4,1478,1519,1482,407
4,Math,Grade 4,1449,1485,1542,407
4,Math,Grade 4,1466,1533,1562,407
4,Math,Grade 4,1480,1527,1525,407
4,Math,Grade 4,1466,1453,1460,407
4,Math,Grade 4,1501,1544,1517,407
4,Math,Grade 4,1472,1502,1517,407
4,Math,Grade 4,1451,1533,1554,408
4,Math,Grade 4,1426,1527,1460,408
4,Math,Grade 4,1435,1502,1500,408
4,Math,Grade 4,1443,1494,1554,408
4,Math,Grade 4,1426,1475,1509,408
4,Math,Grade 4,1426,1544,1517,408
4,Math,Grade 4,1497,1552,1534,408
4,Math,Grade 4,1443,1544,1550,408
4,Math,Grade 4,1465,1519,1542,408
4,Math,Grade 4,1466,1519,1500,408
4,Math,Grade 4,1435,1502,1491,408
4,Math,Grade 4,1489,1527,1587,408
4,Math,Grade 4,1489,1475,1509,408
4,Math,Grade 4,1474,1544,1509,408
4,Math,Grade 4,1480,1494,1545,408
4,Math,Grade 4,1474,1502,1500,408
4,Math,Grade 4,1418,1453,1491,408
4,Math,Grade 4,1474,1494,1517,408
4,Math,Grade 4,1486,1519,1534,408
4,Math,Grade 4,1466,1519,1525,408
4,Math,Grade 4,1443,1519,1554,408
4,Math,Grade 4,1497,1511,1460,408
4,Math,Grade 4,1497,1502,1542,408
4,Math,Grade 4,1560,1552,1525,408
4,Math,Grade 4,1489,1579,1517,408
4,Math,Grade 4,1426,1527,1545,408
4,Math,Grade 4,1533,1553,1542,408
4,Math,Grade 4,1458,1502,1536,408
4,Math,Grade 4,1466,1511,1517,408
4,Math,Grade 4,1474,1494,1482,409
4,Math,Grade 4,1472,1511,1525,409
4,Math,Grade 4,1474,1502,1562,409
4,Math,Grade 4,1494,1527,1509,409
4,Math,Grade 4,1497,1511,1526,409
4,Math,Grade 4,1474,1519,1571,409
4,Math,Grade 4,1474,1563,1596,409
4,Math,Grade 4,1523,1572,1579,409
4,Math,Grade 4,1466,1501,1534,409
4,Math,Grade 4,1466,1502,1500,409
4,Math,Grade 4,1487,1569,1534,409
4,Math,Grade 4,1458,1519,1471,409
4,Math,Grade 4,1466,1519,1542,409
4,Math,Grade 4,1511,1485,1545,409
4,Math,Grade 4,1504,1485,1482,409
4,Math,Grade 4,1388,1485,1525,409
4,Math,Grade 4,1451,1511,1517,409
4,Math,Grade 4,1486,1494,1542,409
4,Math,Grade 4,1443,1485,1525,409
4,Math,Grade 4,1497,1519,1491,409
4,Math,Grade 4,1516,1527,1534,409
4,Math,Grade 4,1458,1494,1517,409
4,Math,Grade 4,1481,1511,1525,409
4,Math,Grade 4,1497,1511,1545,410
4,Math,Grade 4,1443,1485,1534,410
4,Math,Grade 4,1443,1485,1500,410
4,Math,Grade 4,1466,1511,1517,410
4,Math,Grade 4,1451,1475,1517,410
4,Math,Grade 4,1435,1502,1509,410
4,Math,Grade 4,1458,1465,1491,410
4,Math,Grade 4,1443,1599,1542,410
4,Math,Grade 4,1518,1511,1500,410
4,Math,Grade 4,1497,1502,1550,410
4,Math,Grade 4,1474,1581,1550,410
4,Math,Grade 4,1458,1494,1525,410
4,Math,Grade 4,1469,1502,1509,410
4,Math,Grade 4,1474,1475,1517,410
4,Math,Grade 4,1435,1544,1517,410
4,Math,Grade 4,1474,1502,1517,410
4,Math,Grade 4,1418,1441,1391,410
4,Math,Grade 4,1474,1511,1554,410
4,Math,Grade 4,1497,1553,1536,410
4,Math,Grade 4,1426,1519,1517,410
4,Math,Grade 4,1466,1502,1542,410
4,Math,Grade 4,1517,1572,1554,410
4,Math,Grade 4,1435,1527,1562,410
4,Math,Grade 4,1518,1527,1550,410
4,Math,Grade 4,1497,1536,1509,410
4,Math,Grade 4,1466,1544,1550,410
4,Math,Grade 4,1474,1527,1482,410
4,Math,Grade 4,1523,1553,1562,410
4,Math,Grade 4,1481,1502,1550,410
4,Math,Grade 4,1465,1536,1534,410
4,Math,Grade 4,1466,1553,1500,410
4,Math,Grade 4,1458,1502,1509,410
4,Math,Grade 4,1497,1544,1517,410
4,Math,Grade 4,1451,1475,1526,410
4,Math,Grade 4,1489,1519,1525,410
4,Math,Grade 4,1504,1572,1517,411
4,Math,Grade 4,1408,1475,1491,411
4,Math,Grade 4,1552,1536,1534,411
4,Math,Grade 4,1489,1465,1525,411
4,Math,Grade 4,1474,1544,1562,411
4,Math,Grade 4,1466,1485,1550,411
4,Math,Grade 4,1489,1519,1558,411
4,Math,Grade 4,1466,1502,1587,411
4,Math,Grade 4,1501,1563,1550,411
4,Math,Grade 4,1440,1494,1562,411
4,Math,Grade 4,1487,1527,1545,411
4,Math,Grade 4,1466,1552,1542,411
4,Math,Grade 4,1435,1527,1571,411
4,Math,Grade 4,1482,1475,1500,411
4,Math,Grade 4,1418,1502,1433,411
4,Math,Grade 4,1435,1485,1500,411
4,Math,Grade 4,1489,1519,1534,411
4,Math,Grade 4,1497,1502,1509,411
4,Math,Grade 4,1545,1527,1509,411
4,Math,Grade 4,1489,1511,1491,411
4,Math,Grade 4,1458,1511,1471,411
4,Math,Grade 4,1501,1552,1517,411
4,Math,Grade 4,1494,1502,1500,411
4,Math,Grade 4,1489,1511,1562,411
4,Math,Grade 4,1511,1527,1550,411
4,Math,Grade 4,1474,1502,1550,411
4,Math,Grade 4,1458,1519,1516,411
4,Math,Grade 4,1418,1536,1509,411
4,Math,Grade 4,1474,1485,1545,411
4,Math,Grade 4,1426,1527,1534,411
4,Math,Grade 4,1474,1519,1509,411
4,Math,Grade 4,1458,1465,1491,411
4,Math,Grade 4,1497,1494,1534,411
4,Math,Grade 4,1451,1599,1500,411
4,Math,Grade 4,1481,1494,1448,411
4,Math,Grade 4,1489,1579,1566,411
4,Math,Grade 4,1451,1494,1491,412
4,Math,Grade 4,1443,1465,1517,412
4,Math,Grade 4,1466,1475,1509,412
4,Math,Grade 4,1451,1494,1536,412
4,Math,Grade 4,1458,1475,1509,412
4,Math,Grade 4,1418,1519,1554,412
4,Math,Grade 4,1458,1465,1509,412
4,Math,Grade 4,1481,1511,1509,412
4,Math,Grade 4,1494,1511,1525,412
4,Math,Grade 4,1474,1553,1500,412
4,Math,Grade 4,1443,1502,1536,412
4,Math,Grade 4,1443,1544,1471,412
4,Math,Grade 4,1474,1579,1534,412
4,Math,Grade 4,1426,1502,1554,412
4,Math,Grade 4,1435,1502,1500,412
4,Math,Grade 4,1466,1536,1545,412
4,Math,Grade 4,1443,1523,1517,412
4,Math,Grade 4,1504,1581,1562,412
4,Math,Grade 4,1451,1519,1517,412
4,Math,Grade 4,1451,1465,1517,412
4,Math,Grade 4,1474,1511,1509,412
4,Math,Grade 4,1481,1502,1571,412
4,Math,Grade 4,1494,1536,1525,412
4,Math,Grade 4,1481,1519,1471,412
4,Math,Grade 4,1466,1502,1471,412
4,Math,Grade 4,1465,1519,1509,412
4,Math,Grade 4,1451,1494,1534,412
4,Math,Grade 4,1451,1494,1471,412
4,Math,Grade 4,1426,1453,1517,413
4,Math,Grade 4,1443,1426,1471,413
4,Math,Grade 4,1489,1502,1509,413
4,Math,Grade 4,1458,1511,1482,413
4,Math,Grade 4,1474,1494,1509,413
4,Math,Grade 4,1466,1465,1525,413
4,Math,Grade 4,1481,1485,1500,413
4,Math,Grade 4,1481,1502,1517,413
4,Math,Grade 4,1466,1494,1525,413
4,Math,Grade 4,1458,1511,1534,413
4,Math,Grade 4,1516,1544,1517,413
4,Math,Grade 4,1489,1485,1500,413
4,Math,Grade 4,1504,1494,1500,413
4,Math,Grade 4,1482,1553,1651,413
4,Math,Grade 4,1474,1519,1558,413
4,Math,Grade 4,1451,1502,1517,413
4,Math,Grade 4,1443,1485,1517,413
4,Math,Grade 4,1435,1426,1460,413
4,Math,Grade 4,1375,1494,1500,413
4,Math,Grade 4,1482,1494,1550,413
4,Math,Grade 4,1399,1485,1491,413
4,Math,Grade 4,1458,1544,1604,413
4,Math,Grade 4,1481,1502,1509,413
4,Math,Grade 4,1458,1563,1517,413
4,Math,Grade 4,1518,1553,1525,413
4,Math,Grade 4,1388,1485,1517,413
4,Math,Grade 4,1509,1544,1536,413
4,Math,Grade 4,1489,1494,1517,413
4,Math,Grade 4,1466,1552,1536,413
4,Math,Grade 4,1443,1527,1460,413
4,Math,Grade 4,1497,1511,1534,413
4,Math,Grade 4,1451,1519,1550,413
4,Math,Grade 4,1466,1544,1509,413
4,Math,Grade 4,1451,1494,1562,413
4,Math,Grade 4,1418,1511,1509,413
4,Math,Grade 4,1466,1511,1509,413
4,Math,Grade 4,1418,1511,1500,413
4,Math,Grade 4,1458,1502,1562,413
4,Math,Grade 4,1426,1494,1509,413
4,Math,Grade 4,1489,1408,1448,413
4,Math,Grade 4,1489,1502,1534,413
4,Math,Grade 4,1466,1519,1491,414
4,Math,Grade 4,1474,1511,1558,414
4,Math,Grade 4,1489,1544,1542,414
4,Math,Grade 4,1516,1527,1509,414
4,Math,Grade 4,1426,1485,1517,414
4,Math,Grade 4,1489,1502,1579,414
4,Math,Grade 4,1489,1465,1525,414
4,Math,Grade 4,1458,1519,1517,414
4,Math,Grade 4,1497,1553,1566,414
4,Math,Grade 4,1523,1494,1542,414
4,Math,Grade 4,1481,1572,1542,414
4,Math,Grade 4,1435,1494,1500,414
4,Math,Grade 4,1489,1533,1517,414
4,Math,Grade 4,1505,1581,1509,414
4,Math,Grade 4,1494,1502,1517,414
4,Math,Grade 4,1481,1523,1525,414
4,Math,Grade 4,1458,1553,1517,414
4,Math,Grade 4,1418,1502,1471,414
4,Math,Grade 4,1474,1544,1558,414
4,Math,Grade 4,1481,1523,1554,414
4,Math,Grade 4,1474,1453,1471,414
4,Math,Grade 4,1497,1563,1471,414
4,Math,Grade 4,1418,1511,1482,414
4,Math,Grade 4,1466,1533,1500,414
4,Math,Grade 4,1408,1511,1525,414
4,Math,Grade 4,1481,1511,1550,414
4,Math,Grade 4,1560,1572,1604,414
4,Math,Grade 4,1466,1519,1545,414
4,Math,Grade 4,1458,1475,1525,414
4,Math,Grade 4,1458,1475,1525,414
4,Math,Grade 4,1474,1563,1542,414
4,Math,Grade 4,1443,1465,1517,414
4,Math,Grade 4,1458,1485,1509,414
4,Math,Grade 4,1489,1502,1500,414
4,Math,Grade 4,1435,1536,1500,414
4,Math,Grade 4,1458,1511,1596,414
4,Math,Grade 4,1466,1494,1517,414
4,Math,Grade 4,1552,1553,1545,414
4,Math,Grade 4,1458,1494,1542,414
4,Math,Grade 4,1458,1519,1509,414
4,Math,Grade 4,1489,1511,1509,414
4,Math,Grade 4,1474,1485,1471,414
4,Math,Grade 4,1474,1523,1534,414
4,Math,Grade 4,1435,1544,1500,414
4,Math,Grade 4,1523,1533,1542,414
4,Math,Grade 4,1472,1536,1571,414
4,Math,Grade 4,1466,1527,1571,414
4,Math,Grade 4,1451,1502,1545,414
4,Math,Grade 4,1435,1475,1500,414
4,Math,Grade 4,1516,1553,1509,414
4,Math,Grade 4,1501,1475,1460,414
4,Math,Grade 4,1494,1502,1500,414
4,Math,Grade 4,1451,1544,1534,415
4,Math,Grade 4,1466,1502,1525,415
4,Math,Grade 4,1466,1475,1534,415
4,Math,Grade 4,1474,1475,1482,415
4,Math,Grade 4,1497,1536,1500,415
4,Math,Grade 4,1481,1485,1448,415
4,Math,Grade 4,1458,1485,1542,415
4,Math,Grade 4,1489,1502,1534,415
4,Math,Grade 4,1457,1475,1558,415
4,Math,Grade 4,1474,1511,1500,415
4,Math,Grade 4,1497,1527,1517,415
4,Math,Grade 4,1480,1519,1558,415
4,Math,Grade 4,1481,1553,1517,415
4,Math,Grade 4,1481,1511,1525,415
4,Math,Grade 4,1466,1465,1542,415
4,Math,Grade 4,1466,1441,1554,415
4,Math,Grade 4,1489,1485,1545,415
4,Math,Grade 4,1481,1485,1482,415
4,Math,Grade 4,1426,1502,1500,415
4,Math,Grade 4,1474,1502,1536,415
4,Math,Grade 4,1466,1581,1554,415
4,Math,Grade 4,1489,1511,1517,415
4,Math,Grade 4,1481,1519,1558,415
4,Math,Grade 4,1497,1453,1517,415
4,Math,Grade 4,1494,1527,1571,415
4,Math,Grade 4,1509,1511,1500,415
4,Math,Grade 4,1489,1527,1509,415
4,Math,Grade 4,1494,1655,1592,416
4,Math,Grade 4,1466,1527,1509,416
4,Math,Grade 4,1481,1494,1500,416
4,Math,Grade 4,1443,1465,1471,416
4,Math,Grade 4,1474,1485,1482,416
4,Math,Grade 4,1458,1511,1525,416
4,Math,Grade 4,1458,1502,1500,416
4,Math,Grade 4,1505,1511,1509,416
4,Math,Grade 4,1481,1511,1525,416
4,Math,Grade 4,1481,1533,1517,416
4,Math,Grade 4,1516,1544,1596,416
4,Math,Grade 4,1533,1511,1571,416
4,Math,Grade 4,1502,1502,1460,416
4,Math,Grade 4,1466,1485,1500,416
4,Math,Grade 4,1481,1485,1500,416
4,Math,Grade 4,1458,1519,1534,416
4,Math,Grade 4,1504,1511,1534,416
4,Math,Grade 4,1472,1552,1517,416
4,Math,Grade 4,1458,1533,1509,416
4,Math,Grade 4,1494,1502,1525,416
4,Math,Grade 4,1451,1527,1534,416
4,Math,Grade 4,1466,1485,1491,416
4,Math,Grade 4,1474,1527,1525,416
4,Math,Grade 4,1481,1485,1542,416
4,Math,Grade 4,1489,1519,1534,416
4,Math,Grade 4,1466,1527,1491,416
4,Math,Grade 4,1466,1502,1517,416
4,Math,Grade 4,1511,1561,1536,416
4,Math,Grade 4,1474,1494,1491,416
4,Math,Grade 4,1443,1475,1525,416
4,Math,Grade 4,1474,1519,1525,416
4,Math,Grade 4,1466,1519,1690,416
4,Math,Grade 4,1481,1553,1574,416
4,Math,Grade 4,1458,1502,1491,416
4,Math,Grade 4,1466,1553,1554,416
4,Math,Grade 4,1443,1475,1509,416
4,Math,Grade 4,1388,1527,1500,417
4,Math,Grade 4,1489,1519,1517,417
4,Math,Grade 4,1458,1519,1534,417
4,Math,Grade 4,1465,1494,1536,417
4,Math,Grade 4,1489,1465,1517,417
4,Math,Grade 4,1545,1572,1542,417
4,Math,Grade 4,1497,1527,1525,417
4,Math,Grade 4,1502,1519,1534,417
4,Math,Grade 4,1458,1475,1509,417
4,Math,Grade 4,1458,1523,1517,417
4,Math,Grade 4,1466,1553,1554,417
4,Math,Grade 4,1472,1511,1517,417
4,Math,Grade 4,1523,1527,1525,417
4,Math,Grade 4,1505,1502,1542,417
4,Math,Grade 4,1478,1494,1558,417
4,Math,Grade 4,1451,1553,1491,417
4,Math,Grade 4,1552,1561,1571,417
4,Math,Grade 4,1458,1485,1482,417
4,Math,Grade 4,1466,1502,1525,417
4,Math,Grade 4,1443,1519,1525,417
4,Math,Grade 4,1523,1581,1579,417
4,Math,Grade 4,1481,1527,1542,417
4,Math,Grade 4,1458,1519,1482,417
4,Math,Grade 4,1474,1563,1509,417
4,Math,Grade 4,1458,1553,1554,417
4,Math,Grade 4,1458,1511,1542,417
4,Math,Grade 4,1435,1502,1509,417
4,Math,Grade 4,1509,1590,1566,417
4,Math,Grade 4,1509,1519,1550,417
4,Math,Grade 4,1474,1494,1491,417
4,Math,Grade 4,1502,1552,1571,417
4,Math,Grade 4,1504,1502,1525,417
4,Math,Grade 4,1513,1590,1579,417
4,Math,Grade 4,1418,1519,1491,417
4,Math,Grade 4,1487,1527,1517,417
4,Math,Grade 4,1481,1527,1562,417
4,Math,Grade 4,1489,1544,1534,417
4,Math,Grade 4,1399,1519,1500,417
4,Math,Grade 4,1523,1563,1550,417
4,Math,Grade 4,1494,1544,1542,417
4,Math,Grade 4,1504,1536,1554,417
4,Math,Grade 4,1494,1552,1562,417
4,Math,Grade 4,1497,1519,1662,417
4,Math,Grade 4,1509,1544,1534,417
4,Math,Grade 4,1443,1511,1534,417
4,Math,Grade 4,1408,1485,1491,417
4,Math,Grade 4,1458,1511,1562,417
4,Math,Grade 4,1481,1519,1542,418
4,Math,Grade 4,1458,1527,1525,418
4,Math,Grade 4,1538,1563,1571,418
4,Math,Grade 4,1458,1527,1534,418
4,Math,Grade 4,1451,1494,1525,418
4,Math,Grade 4,1474,1572,1517,418
4,Math,Grade 4,1458,1553,1491,418
4,Math,Grade 4,1501,1536,1517,418
4,Math,Grade 4,1489,1527,1509,418
4,Math,Grade 4,1526,1536,1545,418
4,Math,Grade 4,1418,1453,1509,418
4,Math,Grade 4,1435,1494,1554,418
4,Math,Grade 4,1458,1494,1536,418
4,Math,Grade 4,1481,1519,1562,418
4,Math,Grade 4,1494,1519,1558,418
4,Math,Grade 4,1501,1485,1542,418
4,Math,Grade 4,1435,1475,1509,418
4,Math,Grade 4,1474,1553,1558,418
4,Math,Grade 4,1474,1536,1500,418
4,Math,Grade 4,1443,1502,1509,418
4,Math,Grade 4,1458,1485,1571,418
4,Math,Grade 4,1511,1519,1471,418
4,Math,Grade 4,1489,1544,1482,418
4,Math,Grade 4,1435,1511,1482,418
4,Math,Grade 4,1474,1519,1509,418
4,Math,Grade 4,1466,1475,1579,418
4,Math,Grade 4,1426,1494,1517,418
4,Math,Grade 4,1435,1502,1471,418
4,Math,Grade 4,1474,1485,1525,418
4,Math,Grade 4,1538,1523,1545,418
4,Math,Grade 4,1451,1502,1517,418
4,Math,Grade 4,1474,1485,1517,418
4,Math,Grade 4,1481,1511,1517,418
4,Math,Grade 4,1451,1465,1525,418
4,Math,Grade 4,1486,1563,1525,418
4,Math,Grade 4,1504,1494,1562,418
4,Math,Grade 4,1466,1561,1534,418
4,Math,Grade 4,1466,1536,1517,418
4,Math,Grade 4,1474,1511,1536,418
4,Math,Grade 4,1443,1485,1517,418
4,Math,Grade 4,1443,1453,1542,418
4,Math,Grade 4,1505,1527,1534,418
4,Math,Grade 4,1435,1519,1491,418
4,Math,Grade 4,1486,1572,1534,418
4,Math,Grade 4,1435,1465,1534,418
4,Math,Grade 4,1466,1523,1509,418
4,Math,Grade 4,1474,1511,1587,418
4,Math,Grade 4,1518,1527,1534,418
4,Math,Grade 4,1465,1485,1542,418
4,Math,Grade 4,1481,1502,1525,418
4,Math,Grade 4,1481,1552,1509,418
4,Math,Grade 4,1494,1502,1509,418
4,Math,Grade 4,1474,1553,1574,418
4,Math,Grade 4,1451,1511,1500,418
4,Math,Grade 4,1489,1536,1534,418
4,Math,Grade 4,1526,1502,1587,418
4,Math,Grade 4,1466,1494,1482,418
4,Math,Grade 4,1458,1581,1500,419
4,Math,Grade 4,1474,1655,1571,419
4,Math,Grade 4,1511,1502,1471,419
4,Math,Grade 4,1457,1536,1509,419
4,Math,Grade 4,1449,1475,1482,419
4,Math,Grade 4,1497,1519,1509,419
4,Math,Grade 4,1466,1426,1525,419
4,Math,Grade 4,1501,1502,1562,419
4,Math,Grade 4,1481,1511,1500,419
4,Math,Grade 4,1509,1572,1517,419
4,Math,Grade 4,1489,1511,1526,419
4,Math,Grade 4,1408,1500,1562,419
4,Math,Grade 4,1466,1494,1550,419
4,Math,Grade 4,1474,1494,1500,419
4,Math,Grade 4,1474,1536,1534,419
4,Math,Grade 4,1489,1475,1587,419
4,Math,Grade 4,1466,1453,1550,419
4,Math,Grade 4,1418,1485,1471,419
4,Math,Grade 4,1505,1511,1517,419
4,Math,Grade 4,1451,1494,1525,419
4,Math,Grade 4,1530,1527,1574,419
4,Math,Grade 4,1458,1502,1525,419
4,Math,Grade 4,1481,1536,1517,419
4,Math,Grade 4,1443,1519,1525,419
4,Math,Grade 4,1481,1502,1525,419
4,Math,Grade 4,1504,1527,1542,419
4,Math,Grade 4,1451,1511,1542,419
4,Math,Grade 4,1497,1544,1525,419
4,Math,Grade 4,1474,1475,1534,419
4,Math,Grade 4,1474,1533,1550,419
4,Math,Grade 4,1443,1502,1517,419
4,Math,Grade 4,1497,1544,1525,419
4,Math,Grade 4,1435,1494,1509,419
4,Math,Grade 4,1501,1544,1554,419
4,Math,Grade 4,1458,1475,1525,419
4,Math,Grade 4,1466,1475,1542,419
4,Math,Grade 4,1478,1511,1562,419
4,Math,Grade 4,1474,1485,1500,419
4,Math,Grade 4,1466,1502,1525,419
4,Math,Grade 4,1523,1519,1587,419
4,Math,Grade 4,1516,1553,1517,419
4,Math,Grade 4,1497,1553,1554,419
4,Math,Grade 4,1497,1511,1534,419
4,Math,Grade 4,1502,1519,1542,419
4,Math,Grade 4,1481,1563,1534,419
4,Math,Grade 4,1560,1572,1517,419
4,Math,Grade 4,1458,1475,1500,419
4,Math,Grade 4,1481,1666,1550,419
4,Math,Grade 4,1505,1519,1509,419
4,Math,Grade 4,1451,1494,1500,419
4,Math,Grade 4,1504,1465,1500,419
4,Math,Grade 4,1481,1475,1509,419
4,Math,Grade 4,1494,1572,1662,420
4,Math,Grade 4,1481,1536,1534,420
4,Math,Grade 4,1509,1536,1562,420
4,Math,Grade 4,1474,1527,1536,420
4,Math,Grade 4,1489,1502,1517,420
4,Math,Grade 4,1418,1519,1509,420
4,Math,Grade 4,1466,1581,1525,420
4,Math,Grade 4,1516,1553,1471,420
4,Math,Grade 4,1517,1511,1550,420
4,Math,Grade 4,1443,1502,1525,420
4,Math,Grade 4,1458,1494,1545,420
4,Math,Grade 4,1451,1453,1500,420
4,Math,Grade 4,1494,1511,1554,420
4,Math,Grade 4,1509,1563,1525,420
4,Math,Grade 4,1481,1527,1542,420
4,Math,Grade 4,1474,1519,1554,420
4,Math,Grade 4,1451,1494,1517,420
4,Math,Grade 4,1474,1494,1517,420
4,Math,Grade 4,1472,1544,1525,420
4,Math,Grade 4,1552,1590,1534,420
4,Math,Grade 4,1474,1544,1554,420
4,Math,Grade 4,1435,1519,1491,420
4,Math,Grade 4,1530,1581,1509,420
4,Math,Grade 4,1482,1502,1534,420
4,Math,Grade 4,1481,1544,1554,420
4,Math,Grade 4,1458,1494,1562,420
4,Math,Grade 4,1497,1453,1525,420
4,Math,Grade 4,1504,1544,1558,420
4,Math,Grade 4,1481,1519,1558,420
4,Math,Grade 4,1451,1502,1525,420
4,Math,Grade 4,1497,1519,1525,420
4,Math,Grade 4,1540,1519,1545,420
4,Math,Grade 4,1457,1475,1613,420
4,Math,Grade 4,1489,1552,1587,420
4,Math,Grade 4,1426,1519,1517,420
4,Math,Grade 4,1509,1519,1558,420
4,Math,Grade 4,1480,1511,1509,420
4,Math,Grade 4,1466,1544,1596,421
4,Math,Grade 4,1516,1527,1517,421
4,Math,Grade 4,1523,1599,1562,421
4,Math,Grade 4,1466,1511,1509,421
4,Math,Grade 4,1474,1544,1574,421
4,Math,Grade 4,1509,1494,1613,421
4,Math,Grade 4,1474,1527,1571,421
4,Math,Grade 4,1458,1533,1500,421
4,Math,Grade 4,1489,1563,1566,421
4,Math,Grade 4,1361,1494,1500,421
4,Math,Grade 4,1458,1544,1579,421
4,Math,Grade 4,1494,1544,1517,421
4,Math,Grade 4,1435,1485,1482,421
4,Math,Grade 4,1458,1494,1571,421
4,Math,Grade 4,1486,1590,1542,421
4,Math,Grade 4,1388,1465,1558,421
4,Math,Grade 4,1489,1485,1500,421
4,Math,Grade 4,1518,1485,1500,421
4,Math,Grade 4,1435,1494,1491,421
4,Math,Grade 4,1418,1465,1482,421
4,Math,Grade 4,1458,1485,1500,421
4,Math,Grade 4,1458,1544,1545,421
4,Math,Grade 4,1472,1511,1509,421
4,Math,Grade 4,1509,1544,1542,421
4,Math,Grade 4,1481,1527,1550,421
4,Math,Grade 4,1509,1527,1542,422
4,Math,Grade 4,1426,1536,1534,422
4,Math,Grade 4,1489,1494,1500,422
4,Math,Grade 4,1426,1527,1525,422
4,Math,Grade 4,1545,1553,1534,422
4,Math,Grade 4,1538,1527,1550,422
4,Math,Grade 4,1494,1544,1579,422
4,Math,Grade 4,1497,1511,1542,422
4,Math,Grade 4,1489,1572,1509,422
4,Math,Grade 4,1489,1563,1517,422
4,Math,Grade 4,1474,1536,1500,422
4,Math,Grade 4,1451,1590,1554,422
4,Math,Grade 4,1494,1502,1558,422
4,Math,Grade 4,1481,1519,1509,422
4,Math,Grade 4,1489,1502,1542,422
4,Math,Grade 4,1474,1502,1482,422
4,Math,Grade 4,1458,1494,1509,422
4,Math,Grade 4,1466,1475,1517,422
4,Math,Grade 4,1504,1519,1562,422
4,Math,Grade 4,1504,1527,1525,422
4,Math,Grade 4,1481,1553,1545,422
4,Math,Grade 4,1518,1572,1509,422
4,Math,Grade 4,1481,1519,1579,422
4,Math,Grade 4,1489,1485,1525,422
4,Math,Grade 4,1505,1519,1550,422
4,Math,Grade 4,1509,1552,1491,422
4,Math,Grade 4,1458,1533,1525,422
4,Math,Grade 4,1494,1569,1542,422
4,Math,Grade 4,1486,1527,1525,422
4,Math,Grade 4,1509,1536,1542,422
4,Math,Grade 4,1509,1553,1562,422
4,Math,Grade 4,1482,1502,1500,422
4,Math,Grade 4,1474,1494,1482,423
4,Math,Grade 4,1494,1563,1526,423
4,Math,Grade 4,1497,1485,1536,423
4,Math,Grade 4,1426,1553,1509,423
4,Math,Grade 4,1481,1502,1562,423
4,Math,Grade 4,1489,1502,1509,423
4,Math,Grade 4,1466,1494,1566,423
4,Math,Grade 4,1466,1519,1517,423
4,Math,Grade 4,1466,1511,1500,423
4,Math,Grade 4,1530,1511,1534,423
4,Math,Grade 4,1480,1572,1534,423
4,Math,Grade 4,1511,1519,1517,423
4,Math,Grade 4,1481,1519,1517,423
4,Math,Grade 4,1489,1494,1534,423
4,Math,Grade 4,1489,1563,1542,423
4,Math,Grade 4,1474,1523,1550,423
4,Math,Grade 4,1451,1519,1509,423
4,Math,Grade 4,1458,1581,1525,423
4,Math,Grade 4,1474,1536,1596,423
4,Math,Grade 4,1472,1527,1517,423
4,Math,Grade 4,1509,1475,1558,423
4,Math,Grade 4,1481,1581,1662,423
4,Math,Grade 4,1443,1536,1517,423
4,Math,Grade 4,1489,1536,1525,423
4,Math,Grade 4,1516,1519,1509,423
4,Math,Grade 4,1458,1494,1482,423
4,Math,Grade 4,1426,1519,1545,423
4,Math,Grade 4,1481,1544,1545,423
4,Math,Grade 4,1458,1475,1558,423
4,Math,Grade 4,1509,1502,1500,423
4,Math,Grade 4,1502,1536,1545,423
4,Math,Grade 4,1474,1544,1566,423
4,Math,Grade 4,1501,1519,1500,423
4,Math,Grade 4,1466,1527,1517,423
4,Math,Grade 4,1513,1552,1562,424
